dwr_id,dau,major,fraction
134_151,285,Herbaceous,0.05
134_151,285,Shrubland,0.19
134_152,282,Forest,0.18
134_152,282,Shrubland,0.82
134_152,285,Forest,0.25
134_152,285,Herbaceous,0.01
134_152,285,Shrubland,0.75
134_153,285,Barren,0.00
134_153,285,Forest,0.00
134_153,285,Shrubland,1.00
134_154,285,Barren,0.00
134_154,285,Shrubland,1.00
134_154,no data,Shrubland,1.00
134_155,285,Shrubland,1.00
134_155,no data,Herbaceous,0.00
134_155,no data,Shrubland,1.00
13_42,003,Barren,0.00
13_42,003,Developed,0.08
13_42,003,Forest,0.06
13_42,003,Herbaceous,0.16
13_42,003,Planted/Cultivated,0.14
13_42,003,Shrubland,0.55
13_43,003,Barren,0.02
13_43,003,Developed,0.04
13_43,003,Forest,0.19
13_43,003,Herbaceous,0.22
13_43,003,Planted/Cultivated,0.04
13_43,003,Shrubland,0.49
13_43,003,Wetlands,0.00
13_44,003,Barren,0.03
13_44,003,Developed,0.00
13_44,003,Forest,0.49
13_44,003,Herbaceous,0.12
13_44,003,Shrubland,0.37
13_44,003,Wetlands,0.00
134_47,042,Barren,0.01
134_47,042,Developed,0.10
134_47,042,Forest,0.24
134_47,042,Herbaceous,0.32
134_47,042,Planted/Cultivated,0.10
134_47,042,Shrubland,0.04
134_47,042,Water,0.01
134_47,042,Wetlands,0.17
134_47,no data,Barren,0.01
134_47,no data,Developed,0.00
134_47,no data,Forest,0.00
134_47,no data,Herbaceous,0.00
134_47,no data,Shrubland,0.00
134_47,no data,Water,0.98
134_47,no data,Wetlands,0.01
134_48,042,Barren,0.00
134_48,042,Developed,0.03
134_48,042,Forest,0.41
134_48,042,Herbaceous,0.42
134_48,042,Planted/Cultivated,0.01
134_48,042,Shrubland,0.11
134_48,042,Water,0.00
134_48,042,Wetlands,0.00
134_49,042,Barren,0.00
134_49,042,Developed,0.06
134_49,042,Forest,0.75
134_49,042,Herbaceous,0.11
134_49,042,Planted/Cultivated,0.02
134_49,042,Shrubland,0.06
134_49,042,Water,0.00
134_49,042,Wetlands,0.00
13_45,003,Barren,0.00
13_45,003,Forest,0.67
13_45,003,Herbaceous,0.07
13_45,003,Shrubland,0.27
13_45,004,Barren,0.00
13_45,004,Forest,0.67
13_45,004,Herbaceous,0.05
13_45,004,Shrubland,0.28
134_50,042,Developed,0.07
134_50,042,Forest,0.90
134_50,042,Herbaceous,0.02
134_50,042,Shrubland,0.01
134_51,042,Developed,0.06
134_51,042,Forest,0.89
134_51,042,Herbaceous,0.04
134_51,042,Shrubland,0.01
134_52,042,Developed,0.07
134_52,042,Forest,0.88
134_52,042,Herbaceous,0.03
134_52,042,Shrubland,0.02
134_53,042,Developed,0.07
134_53,042,Developed,0.08
134_53,042,Forest,0.82
134_53,042,Forest,0.76
134_53,042,Herbaceous,0.08
134_53,042,Herbaceous,0.11
134_53,042,Shrubland,0.03
134_53,042,Shrubland,0.06
134_53,044,Developed,0.07
134_53,044,Forest,0.88
134_53,044,Herbaceous,0.01
134_53,044,Shrubland,0.04
134_54,044,Developed,0.07
134_54,044,Forest,0.80
134_54,044,Herbaceous,0.03
134_54,044,Shrubland,0.09
134_54,044,Water,0.01
134_54,044,Wetlands,0.00
134_55,044,Developed,0.41
134_55,044,Forest,0.38
134_55,044,Herbaceous,0.07
134_55,044,Shrubland,0.13
134_55,044,Water,0.00
134_55,044,Wetlands,0.00
134_56,044,Developed,1.00
134_56,044,Forest,0.00
134_56,044,Herbaceous,0.00
134_57,044,Developed,0.99
134_57,044,Herbaceous,0.00
134_57,044,Water,0.01
134_58,044,Developed,1.00
134_58,044,Water,0.00
134_59,044,Developed,0.97
134_59,044,Forest,0.00
134_59,044,Herbaceous,0.02
134_59,044,Shrubland,0.00
13_46,004,Barren,0.00
13_46,004,Forest,0.54
13_46,004,Herbaceous,0.06
13_46,004,Shrubland,0.39
13_46,004,Wetlands,0.00
134_60,044,Developed,0.98
134_60,044,Forest,0.00
134_60,044,Herbaceous,0.01
134_60,044,Water,0.00
134_60,044,Wetlands,0.01
134_61,044,Developed,0.75
134_61,044,Forest,0.01
134_61,044,Herbaceous,0.22
134_61,044,Shrubland,0.02
134_61,044,Wetlands,0.00
134_62,044,Developed,0.40
134_62,044,Forest,0.29
134_62,044,Herbaceous,0.25
134_62,044,Shrubland,0.07
134_62,044,Water,0.00
134_63,044,Developed,0.02
134_63,044,Forest,0.56
134_63,044,Herbaceous,0.35
134_63,044,Shrubland,0.06
134_63,044,Water,0.00
134_64,044,Developed,0.01
134_64,044,Forest,0.43
134_64,044,Herbaceous,0.25
134_64,044,Shrubland,0.31
134_64,044,Wetlands,0.00
134_64,045,Developed,0.01
134_64,045,Forest,0.33
134_64,045,Herbaceous,0.15
134_64,045,Shrubland,0.51
134_65,044,Developed,0.01
134_65,044,Forest,0.21
134_65,044,Herbaceous,0.20
134_65,044,Shrubland,0.58
134_65,045,Developed,0.01
134_65,045,Forest,0.32
134_65,045,Herbaceous,0.17
134_65,045,Shrubland,0.50
134_66,044,Developed,0.03
134_66,044,Forest,0.25
134_66,044,Herbaceous,0.06
134_66,044,Shrubland,0.66
134_66,045,Developed,0.03
134_66,045,Forest,0.37
134_66,045,Herbaceous,0.12
134_66,045,Shrubland,0.48
134_66,045,Water,0.00
134_66,045,Wetlands,0.00
134_67,044,Forest,0.30
134_67,044,Herbaceous,0.01
134_67,044,Shrubland,0.69
134_67,045,Developed,0.03
134_67,045,Forest,0.24
134_67,045,Herbaceous,0.35
134_67,045,Shrubland,0.38
134_67,045,Water,0.00
134_67,045,Wetlands,0.01
134_68,044,Developed,0.02
134_68,044,Forest,0.20
134_68,044,Herbaceous,0.03
134_68,044,Shrubland,0.74
134_68,045,Developed,0.01
134_68,045,Forest,0.06
134_68,045,Herbaceous,0.47
134_68,045,Shrubland,0.46
134_68,218,Developed,0.03
134_68,218,Forest,0.27
134_68,218,Herbaceous,0.01
134_68,218,Shrubland,0.69
134_69,045,Developed,0.01
134_69,045,Forest,0.19
134_69,045,Herbaceous,0.03
134_69,045,Shrubland,0.78
134_69,218,Developed,0.01
134_69,218,Forest,0.20
134_69,218,Herbaceous,0.05
134_69,218,Shrubland,0.74
13_47,004,Barren,0.01
13_47,004,Forest,0.13
13_47,004,Herbaceous,0.38
13_47,004,Planted/Cultivated,0.20
13_47,004,Shrubland,0.27
134_70,218,Forest,0.21
134_70,218,Herbaceous,0.08
134_70,218,Shrubland,0.71
134_71,218,Barren,0.00
134_71,218,Forest,0.34
134_71,218,Herbaceous,0.11
134_71,218,Shrubland,0.55
134_72,218,Forest,0.46
134_72,218,Herbaceous,0.11
134_72,218,Shrubland,0.41
134_72,218,Wetlands,0.02
134_73,218,Developed,0.00
134_73,218,Forest,0.24
134_73,218,Herbaceous,0.31
134_73,218,Shrubland,0.44
134_73,218,Wetlands,0.01
134_74,218,Developed,0.01
134_74,218,Forest,0.04
134_74,218,Herbaceous,0.74
134_74,218,Shrubland,0.21
134_75,216,Herbaceous,1.00
134_75,218,Developed,0.01
134_75,218,Herbaceous,0.98
134_75,218,Planted/Cultivated,0.01
134_75,218,Shrubland,0.01
134_76,216,Barren,0.02
134_76,216,Developed,0.12
134_76,216,Forest,0.00
134_76,216,Herbaceous,0.68
134_76,216,Planted/Cultivated,0.17
134_76,216,Shrubland,0.00
134_76,216,Water,0.01
134_76,216,Wetlands,0.00
134_76,218,Herbaceous,1.00
134_77,216,Barren,0.01
134_77,216,Barren,0.01
134_77,216,Developed,0.02
134_77,216,Developed,0.06
134_77,216,Herbaceous,0.01
134_77,216,Planted/Cultivated,0.97
134_77,216,Planted/Cultivated,0.92
134_77,216,Wetlands,0.00
134_78,216,Barren,0.00
134_78,216,Developed,0.08
134_78,216,Developed,0.35
134_78,216,Herbaceous,0.03
134_78,216,Herbaceous,0.00
134_78,216,Planted/Cultivated,0.87
134_78,216,Planted/Cultivated,0.65
134_78,216,Water,0.00
134_78,216,Wetlands,0.01
134_78,216,Wetlands,0.01
134_79,216,Developed,0.03
134_79,216,Herbaceous,0.18
134_79,216,Planted/Cultivated,0.51
134_79,216,Shrubland,0.01
134_79,216,Water,0.01
134_79,216,Wetlands,0.25
13_48,004,Barren,0.00
13_48,004,Developed,0.09
13_48,004,Forest,0.01
13_48,004,Herbaceous,0.26
13_48,004,Planted/Cultivated,0.60
13_48,004,Shrubland,0.03
134_80,212,Developed,0.04
134_80,212,Herbaceous,0.11
134_80,212,Planted/Cultivated,0.52
134_80,212,Wetlands,0.34
134_80,216,Developed,0.05
134_80,216,Herbaceous,0.32
134_80,216,Planted/Cultivated,0.01
134_80,216,Water,0.00
134_80,216,Wetlands,0.62
134_81,212,Developed,0.01
134_81,212,Herbaceous,0.14
134_81,212,Planted/Cultivated,0.51
134_81,212,Water,0.00
134_81,212,Wetlands,0.34
134_81,216,Developed,0.04
134_81,216,Herbaceous,0.56
134_81,216,Planted/Cultivated,0.02
134_81,216,Water,0.00
134_81,216,Wetlands,0.38
134_82,212,Barren,0.00
134_82,212,Developed,0.05
134_82,212,Herbaceous,0.32
134_82,212,Planted/Cultivated,0.55
134_82,212,Water,0.00
134_82,212,Wetlands,0.07
134_82,216,Barren,0.00
134_82,216,Developed,0.10
134_82,216,Herbaceous,0.39
134_82,216,Water,0.00
134_82,216,Wetlands,0.51
134_83,212,Developed,0.05
134_83,212,Herbaceous,0.07
134_83,212,Planted/Cultivated,0.67
134_83,212,Shrubland,0.00
134_83,212,Water,0.00
134_83,212,Wetlands,0.20
134_84,210,Developed,0.05
134_84,210,Herbaceous,0.09
134_84,210,Planted/Cultivated,0.85
134_84,212,Barren,0.00
134_84,212,Developed,0.07
134_84,212,Herbaceous,0.25
134_84,212,Planted/Cultivated,0.57
134_84,212,Water,0.00
134_84,212,Wetlands,0.11
134_85,210,Developed,0.07
134_85,210,Herbaceous,0.04
134_85,210,Planted/Cultivated,0.89
134_85,210,Wetlands,0.00
134_85,212,Barren,0.01
134_85,212,Developed,0.04
134_85,212,Herbaceous,0.17
134_85,212,Planted/Cultivated,0.74
134_85,212,Water,0.01
134_85,212,Wetlands,0.03
134_86,210,Barren,0.01
134_86,210,Developed,0.06
134_86,210,Herbaceous,0.01
134_86,210,Planted/Cultivated,0.92
134_86,212,Developed,0.04
134_86,212,Herbaceous,0.01
134_86,212,Planted/Cultivated,0.94
134_86,212,Water,0.00
134_87,210,Barren,0.01
134_87,210,Developed,0.10
134_87,210,Herbaceous,0.02
134_87,210,Planted/Cultivated,0.86
134_87,210,Shrubland,0.01
134_87,212,Developed,0.01
134_87,212,Herbaceous,0.38
134_87,212,Planted/Cultivated,0.61
134_88,210,Barren,0.01
134_88,210,Developed,0.09
134_88,210,Herbaceous,0.02
134_88,210,Planted/Cultivated,0.88
134_88,210,Water,0.00
134_88,210,Wetlands,0.00
134_89,210,Barren,0.01
134_89,210,Developed,0.47
134_89,210,Herbaceous,0.03
134_89,210,Planted/Cultivated,0.49
13_49,004,Barren,0.01
13_49,004,Developed,0.02
13_49,004,Forest,0.04
13_49,004,Herbaceous,0.50
13_49,004,Planted/Cultivated,0.23
13_49,004,Shrubland,0.17
13_49,004,Water,0.02
13_49,004,Wetlands,0.00
134_90,210,Barren,0.01
134_90,210,Developed,0.82
134_90,210,Herbaceous,0.06
134_90,210,Planted/Cultivated,0.10
134_90,210,Shrubland,0.00
134_90,210,Water,0.00
134_90,210,Wetlands,0.00
134_91,210,Barren,0.01
134_91,210,Developed,0.34
134_91,210,Herbaceous,0.05
134_91,210,Planted/Cultivated,0.58
134_91,210,Shrubland,0.01
134_92,210,Barren,0.01
134_92,210,Developed,0.09
134_92,210,Forest,0.00
134_92,210,Herbaceous,0.02
134_92,210,Planted/Cultivated,0.87
134_92,210,Shrubland,0.01
134_92,210,Wetlands,0.00
134_93,210,Barren,0.01
134_93,210,Developed,0.16
134_93,210,Herbaceous,0.01
134_93,210,Planted/Cultivated,0.81
134_93,210,Shrubland,0.01
134_93,210,Wetlands,0.00
134_94,210,Barren,0.00
134_94,210,Developed,0.14
134_94,210,Herbaceous,0.07
134_94,210,Planted/Cultivated,0.77
134_94,210,Shrubland,0.02
134_94,211,Barren,0.01
134_94,211,Developed,0.06
134_94,211,Herbaceous,0.30
134_94,211,Planted/Cultivated,0.62
134_94,211,Shrubland,0.00
134_94,211,Wetlands,0.00
134_95,210,Barren,0.01
134_95,210,Developed,0.06
134_95,210,Forest,0.01
134_95,210,Herbaceous,0.01
134_95,210,Planted/Cultivated,0.90
134_95,210,Shrubland,0.01
134_95,210,Wetlands,0.00
134_95,211,Barren,0.00
134_95,211,Developed,0.02
134_95,211,Herbaceous,0.92
134_95,211,Planted/Cultivated,0.06
134_95,211,Wetlands,0.00
134_96,202,Developed,0.01
134_96,202,Herbaceous,0.97
134_96,202,Herbaceous,1.00
134_96,202,Wetlands,0.03
134_96,211,Developed,0.01
134_96,211,Herbaceous,0.97
134_96,211,Herbaceous,0.99
134_96,211,Wetlands,0.02
134_96,211,Wetlands,0.01
134_97,202,Barren,0.00
134_97,202,Developed,0.03
134_97,202,Forest,0.00
134_97,202,Herbaceous,0.93
134_97,202,Shrubland,0.00
134_97,202,Wetlands,0.04
134_97,211,Developed,0.03
134_97,211,Herbaceous,0.97
134_98,202,Developed,0.02
134_98,202,Forest,0.00
134_98,202,Herbaceous,0.97
134_98,202,Shrubland,0.01
134_98,202,Water,0.00
134_98,202,Wetlands,0.00
134_99,202,Herbaceous,1.00
134_99,202,Shrubland,0.00
13_50,004,Barren,0.01
13_50,004,Developed,0.05
13_50,004,Forest,0.01
13_50,004,Herbaceous,0.15
13_50,004,Planted/Cultivated,0.53
13_50,004,Shrubland,0.23
13_50,004,Water,0.01
13_51,004,Barren,0.00
13_51,004,Developed,0.09
13_51,004,Forest,0.01
13_51,004,Herbaceous,0.23
13_51,004,Planted/Cultivated,0.15
13_51,004,Shrubland,0.53
135_100,199,Developed,0.02
135_100,199,Herbaceous,0.97
135_100,199,Shrubland,0.01
135_100,199,Water,0.00
135_100,202,Developed,0.02
135_100,202,Herbaceous,0.98
135_100,202,Shrubland,0.01
135_101,199,Developed,0.02
135_101,199,Forest,0.02
135_101,199,Herbaceous,0.83
135_101,199,Shrubland,0.13
135_101,201,Developed,0.01
135_101,201,Developed,0.03
135_101,201,Forest,0.09
135_101,201,Forest,0.06
135_101,201,Herbaceous,0.68
135_101,201,Herbaceous,0.83
135_101,201,Shrubland,0.08
135_101,201,Shrubland,0.06
135_101,201,Water,0.14
135_101,201,Water,0.01
135_102,201,Developed,0.02
135_102,201,Forest,0.10
135_102,201,Forest,0.22
135_102,201,Herbaceous,0.79
135_102,201,Herbaceous,0.66
135_102,201,Shrubland,0.09
135_102,201,Shrubland,0.12
135_102,201,Water,0.00
135_103,201,Developed,0.03
135_103,201,Forest,0.43
135_103,201,Herbaceous,0.46
135_103,201,Shrubland,0.08
135_103,201,Water,0.00
135_104,200,Forest,0.81
135_104,200,Herbaceous,0.13
135_104,200,Shrubland,0.06
135_104,201,Developed,0.02
135_104,201,Forest,0.57
135_104,201,Herbaceous,0.29
135_104,201,Shrubland,0.12
135_104,201,Water,0.00
135_105,200,Forest,0.45
135_105,200,Herbaceous,0.39
135_105,200,Shrubland,0.16
135_105,200,Water,0.00
135_105,201,Forest,0.27
135_105,201,Herbaceous,0.41
135_105,201,Shrubland,0.32
135_106,200,Developed,0.00
135_106,200,Forest,0.52
135_106,200,Herbaceous,0.29
135_106,200,Shrubland,0.19
135_107,200,Developed,0.05
135_107,200,Forest,0.54
135_107,200,Herbaceous,0.25
135_107,200,Shrubland,0.16
135_107,200,Water,0.00
135_108,200,Developed,0.03
135_108,200,Forest,0.73
135_108,200,Herbaceous,0.11
135_108,200,Shrubland,0.13
135_108,203,Forest,0.74
135_108,203,Herbaceous,0.04
135_108,203,Shrubland,0.22
135_109,200,Forest,0.92
135_109,200,Shrubland,0.08
135_109,203,Forest,0.73
135_109,203,Herbaceous,0.01
135_109,203,Shrubland,0.26
135_110,203,Developed,0.02
135_110,203,Forest,0.70
135_110,203,Herbaceous,0.03
135_110,203,Shrubland,0.25
135_110,203,Water,0.00
135_110,203,Wetlands,0.00
135_111,203,Developed,0.05
135_111,203,Forest,0.61
135_111,203,Herbaceous,0.06
135_111,203,Shrubland,0.27
135_111,203,Water,0.00
135_112,203,Forest,0.64
135_112,203,Herbaceous,0.09
135_112,203,Shrubland,0.26
135_112,203,Wetlands,0.00
135_113,203,Forest,0.95
135_113,203,Herbaceous,0.00
135_113,203,Shrubland,0.04
135_113,203,Wetlands,0.00
135_114,203,Forest,0.94
135_114,203,Herbaceous,0.00
135_114,203,Shrubland,0.06
135_115,203,Forest,0.71
135_115,203,Forest,0.73
135_115,203,Herbaceous,0.02
135_115,203,Herbaceous,0.02
135_115,203,Shrubland,0.20
135_115,203,Shrubland,0.24
135_115,203,Water,0.08
135_115,203,Water,0.00
135_116,203,Barren,0.00
135_116,203,Forest,0.80
135_116,203,Forest,0.10
135_116,203,Herbaceous,0.00
135_116,203,Herbaceous,0.10
135_116,203,Shrubland,0.20
135_116,203,Shrubland,0.47
135_116,203,Water,0.00
135_116,203,Water,0.33
135_117,203,Forest,0.96
135_117,203,Shrubland,0.04
135_118,203,Barren,0.00
135_118,203,Forest,0.91
135_118,203,Shrubland,0.05
135_118,203,Water,0.05
135_118,203,Wetlands,0.00
135_119,203,Barren,0.00
135_119,203,Developed,0.05
135_119,203,Forest,0.71
135_119,203,Herbaceous,0.00
135_119,203,Shrubland,0.12
135_119,203,Water,0.12
135_119,203,Wetlands,0.00
135_120,203,Barren,0.00
135_120,203,Developed,0.01
135_120,203,Forest,0.93
135_120,203,Herbaceous,0.00
135_120,203,Shrubland,0.06
135_120,203,Wetlands,0.00
135_121,203,Barren,0.01
135_121,203,Forest,0.81
135_121,203,Herbaceous,0.01
135_121,203,Shrubland,0.15
135_121,203,Water,0.00
135_121,203,Wetlands,0.02
135_122,203,Barren,0.06
135_122,203,Forest,0.71
135_122,203,Herbaceous,0.05
135_122,203,Shrubland,0.18
135_122,203,Water,0.00
135_122,203,Wetlands,0.00
135_123,203,Barren,0.05
135_123,203,Forest,0.65
135_123,203,Herbaceous,0.01
135_123,203,Shrubland,0.21
135_123,203,Water,0.08
135_123,203,Wetlands,0.01
135_124,203,Barren,0.01
135_124,203,Forest,0.28
135_124,203,Herbaceous,0.02
135_124,203,Shrubland,0.55
135_124,203,Water,0.13
135_124,203,Wetlands,0.00
135_125,203,Barren,0.02
135_125,203,Forest,0.59
135_125,203,Herbaceous,0.01
135_125,203,Shrubland,0.37
135_125,203,Water,0.01
135_125,203,Wetlands,0.01
135_126,203,Barren,0.29
135_126,203,Forest,0.33
135_126,203,Herbaceous,0.05
135_126,203,Shrubland,0.32
135_126,203,Water,0.01
135_126,203,Wetlands,0.00
135_127,203,Barren,0.42
135_127,203,Forest,0.14
135_127,203,Herbaceous,0.06
135_127,203,Shrubland,0.37
135_127,203,Water,0.01
135_127,203,Wetlands,0.00
135_128,203,Barren,0.31
135_128,203,Forest,0.32
135_128,203,Herbaceous,0.12
135_128,203,Shrubland,0.23
135_128,203,Water,0.02
135_128,203,Wetlands,0.00
135_129,203,Barren,0.11
135_129,203,Forest,0.07
135_129,203,Herbaceous,0.40
135_129,203,Shrubland,0.37
135_129,203,Water,0.04
135_129,203,Wetlands,0.01
135_130,203,Barren,0.48
135_130,203,Forest,0.00
135_130,203,Herbaceous,0.25
135_130,203,Shrubland,0.24
135_130,203,Water,0.03
135_130,277,Barren,0.78
135_130,277,Forest,0.00
135_130,277,Herbaceous,0.07
135_130,277,Shrubland,0.14
135_130,277,Water,0.01
135_131,277,Barren,0.17
135_131,277,Developed,0.00
135_131,277,Forest,0.19
135_131,277,Herbaceous,0.04
135_131,277,Shrubland,0.61
135_132,277,Barren,0.01
135_132,277,Developed,0.04
135_132,277,Forest,0.25
135_132,277,Herbaceous,0.02
135_132,277,Shrubland,0.68
135_132,277,Water,0.00
135_132,277,Wetlands,0.01
135_133,277,Barren,0.00
135_133,277,Forest,0.57
135_133,277,Herbaceous,0.05
135_133,277,Shrubland,0.37
135_134,277,Forest,0.11
135_134,277,Herbaceous,0.08
135_134,277,Shrubland,0.81
135_134,277,Wetlands,0.00
135_135,277,Forest,0.33
135_135,277,Herbaceous,0.10
135_135,277,Shrubland,0.57
135_135,277,Wetlands,0.00
135_136,277,Forest,0.03
135_136,277,Herbaceous,0.17
135_136,277,Planted/Cultivated,0.00
135_136,277,Shrubland,0.79
135_136,277,Wetlands,0.00
135_137,277,Barren,0.00
135_137,277,Developed,0.03
135_137,277,Herbaceous,0.00
135_137,277,Planted/Cultivated,0.20
135_137,277,Shrubland,0.69
135_137,277,Wetlands,0.07
135_138,277,Barren,0.01
135_138,277,Herbaceous,0.00
135_138,277,Planted/Cultivated,0.00
135_138,277,Shrubland,0.81
135_138,277,Wetlands,0.17
135_139,277,Barren,0.00
135_139,277,Planted/Cultivated,0.02
135_139,277,Shrubland,0.98
135_140,277,Developed,0.01
135_140,277,Forest,0.04
135_140,277,Herbaceous,0.01
135_140,277,Shrubland,0.95
135_141,277,Developed,0.02
135_141,277,Forest,0.23
135_141,277,Herbaceous,0.01
135_141,277,Shrubland,0.74
135_141,281,Forest,0.23
135_141,281,Shrubland,0.77
135_142,277,Forest,0.16
135_142,277,Herbaceous,0.02
135_142,277,Shrubland,0.82
135_142,281,Forest,0.08
135_142,281,Herbaceous,0.00
135_142,281,Shrubland,0.92
135_143,281,Forest,0.07
135_143,281,Shrubland,0.93
135_144,281,Forest,0.32
135_144,281,Herbaceous,0.00
135_144,281,Planted/Cultivated,0.00
135_144,281,Shrubland,0.68
135_144,281,Wetlands,0.00
135_144,282,Forest,0.75
135_144,282,Shrubland,0.25
135_145,281,Forest,0.49
135_145,281,Shrubland,0.51
135_145,282,Developed,0.01
135_145,282,Forest,0.07
135_145,282,Herbaceous,0.00
135_145,282,Shrubland,0.91
135_146,282,Developed,0.02
135_146,282,Shrubland,0.98
135_147,282,Barren,0.03
135_147,282,Herbaceous,0.00
135_147,282,Shrubland,0.97
135_148,282,Barren,0.77
135_148,282,Shrubland,0.23
135_149,282,Barren,0.15
135_149,282,Shrubland,0.85
135_150,282,Barren,0.03
135_150,282,Shrubland,0.97
135_151,282,Barren,0.01
135_151,282,Shrubland,0.99
135_152,282,Barren,0.00
135_152,282,Forest,0.00
135_152,282,Shrubland,0.99
135_152,285,Barren,0.00
135_152,285,Forest,0.01
135_152,285,Shrubland,0.99
135_153,285,Barren,0.00
135_153,285,Shrubland,1.00
135_154,285,Barren,0.01
135_154,285,Shrubland,0.99
135_155,285,Barren,0.00
135_155,285,Shrubland,1.00
135_155,no data,Shrubland,1.00
135_156,285,Barren,0.00
135_156,285,Shrubland,1.00
135_156,no data,Barren,0.00
135_156,no data,Herbaceous,0.00
135_156,no data,Shrubland,1.00
13_52,004,Barren,0.01
13_52,004,Developed,0.02
13_52,004,Forest,0.05
13_52,004,Herbaceous,0.32
13_52,004,Planted/Cultivated,0.07
13_52,004,Shrubland,0.53
13_53,004,Barren,0.01
13_53,004,Forest,0.50
13_53,004,Herbaceous,0.09
13_53,004,Shrubland,0.41
13_54,004,Barren,0.00
13_54,004,Forest,0.72
13_54,004,Herbaceous,0.03
13_54,004,Shrubland,0.25
135_47,042,Developed,0.11
135_47,042,Forest,0.22
135_47,042,Herbaceous,0.33
135_47,042,Planted/Cultivated,0.19
135_47,042,Shrubland,0.06
135_47,042,Wetlands,0.09
135_47,060,Barren,0.00
135_47,060,Developed,0.14
135_47,060,Forest,0.20
135_47,060,Herbaceous,0.34
135_47,060,Planted/Cultivated,0.23
135_47,060,Shrubland,0.04
135_47,060,Water,0.03
135_47,060,Wetlands,0.02
135_47,no data,Barren,0.00
135_47,no data,Developed,0.00
135_47,no data,Forest,0.00
135_47,no data,Planted/Cultivated,0.00
135_47,no data,Water,0.98
135_47,no data,Wetlands,0.01
135_48,042,Barren,0.01
135_48,042,Developed,0.07
135_48,042,Forest,0.32
135_48,042,Herbaceous,0.39
135_48,042,Planted/Cultivated,0.12
135_48,042,Shrubland,0.08
135_48,042,Water,0.00
135_48,042,Wetlands,0.02
135_48,060,Developed,0.01
135_48,060,Forest,0.56
135_48,060,Herbaceous,0.27
135_48,060,Planted/Cultivated,0.03
135_48,060,Shrubland,0.12
135_48,060,Wetlands,0.00
135_49,042,Developed,0.04
135_49,042,Forest,0.91
135_49,042,Herbaceous,0.01
135_49,042,Planted/Cultivated,0.00
135_49,042,Shrubland,0.03
135_49,042,Wetlands,0.00
13_55,004,Developed,0.06
13_55,004,Forest,0.56
13_55,004,Herbaceous,0.06
13_55,004,Shrubland,0.21
13_55,004,Wetlands,0.11
135_50,042,Developed,0.03
135_50,042,Forest,0.94
135_50,042,Herbaceous,0.00
135_50,042,Shrubland,0.03
135_50,060,Developed,0.20
135_50,060,Forest,0.75
135_50,060,Shrubland,0.05
135_51,042,Developed,0.04
135_51,042,Forest,0.95
135_51,042,Herbaceous,0.00
135_51,042,Shrubland,0.00
135_52,042,Developed,0.03
135_52,042,Forest,0.96
135_52,042,Herbaceous,0.00
135_52,042,Shrubland,0.01
135_53,042,Developed,0.06
135_53,042,Developed,0.08
135_53,042,Forest,0.92
135_53,042,Forest,0.90
135_53,042,Herbaceous,0.00
135_53,042,Herbaceous,0.00
135_53,042,Shrubland,0.02
135_53,042,Shrubland,0.01
135_53,044,Developed,1.00
135_53,060,Developed,0.30
135_53,060,Developed,0.05
135_53,060,Forest,0.61
135_53,060,Forest,0.90
135_53,060,Herbaceous,0.01
135_53,060,Shrubland,0.09
135_53,060,Shrubland,0.05
135_54,044,Developed,0.07
135_54,044,Forest,0.90
135_54,044,Herbaceous,0.00
135_54,044,Shrubland,0.03
135_54,060,Developed,0.06
135_54,060,Forest,0.80
135_54,060,Herbaceous,0.03
135_54,060,Shrubland,0.11
135_55,044,Developed,0.22
135_55,044,Forest,0.70
135_55,044,Herbaceous,0.02
135_55,044,Planted/Cultivated,0.00
135_55,044,Shrubland,0.06
135_56,044,Developed,0.78
135_56,044,Forest,0.21
135_56,044,Herbaceous,0.00
135_56,044,Shrubland,0.00
135_57,044,Developed,0.96
135_57,044,Forest,0.01
135_57,044,Herbaceous,0.01
135_57,044,Shrubland,0.00
135_57,044,Water,0.01
135_57,044,Wetlands,0.00
135_58,044,Developed,0.93
135_58,044,Forest,0.07
135_58,044,Herbaceous,0.00
135_58,044,Shrubland,0.00
135_59,044,Developed,0.91
135_59,044,Forest,0.03
135_59,044,Herbaceous,0.04
135_59,044,Shrubland,0.00
135_59,044,Water,0.02
135_59,044,Wetlands,0.00
13_56,002,Developed,0.06
13_56,002,Forest,0.85
13_56,002,Herbaceous,0.03
13_56,002,Shrubland,0.07
13_56,004,Developed,0.05
13_56,004,Forest,0.81
13_56,004,Herbaceous,0.05
13_56,004,Shrubland,0.07
13_56,004,Wetlands,0.02
135_60,044,Developed,0.99
135_60,044,Forest,0.01
135_60,044,Herbaceous,0.00
135_60,044,Shrubland,0.00
135_61,044,Barren,0.00
135_61,044,Developed,0.87
135_61,044,Forest,0.00
135_61,044,Herbaceous,0.12
135_61,044,Shrubland,0.01
135_61,044,Water,0.00
135_61,044,Wetlands,0.01
135_62,044,Developed,0.10
135_62,044,Forest,0.10
135_62,044,Herbaceous,0.73
135_62,044,Shrubland,0.06
135_62,044,Water,0.01
135_62,044,Wetlands,0.00
135_63,044,Developed,0.07
135_63,044,Forest,0.37
135_63,044,Herbaceous,0.43
135_63,044,Shrubland,0.12
135_63,044,Wetlands,0.00
135_64,044,Developed,0.01
135_64,044,Forest,0.57
135_64,044,Herbaceous,0.20
135_64,044,Shrubland,0.22
135_64,044,Wetlands,0.00
135_65,044,Developed,0.00
